,skill_id,preq
43528,411085,377952
43529,403802,303426
43530,409825,377890
43531,399981,376354
43532,228458,344843
43533,420768,356324
43534,412736,376416
43535,286542,286486
43536,418252,376486
43537,420474,396568
43538,305589,395746
43539,305589,397835
43540,228554,397833
43541,278460,70179
43542,14361,397409
43543,14380,397839
43544,15172,397832
43545,14379,397835
43546,15160,397848
43547,15072,397838
43548,14206,397839
43549,14189,70181
43550,14303,397846
43551,14302,396159
43552,14229,397846
43553,14029,283259
43554,14217,393092
43555,14226,397845
43556,14223,393099
43557,15333,228458
43558,395984,277168
43559,391570,303299
43560,366567,364248
43561,395773,350689
43562,399348,364657
43563,287675,228447
43564,315587,358525
43565,305621,324045
43566,334213,372668
43567,412155,277135
43568,406911,344868
43569,419816,277742
43570,397193,356310
43571,406428,164149
43572,395739,300058
43573,396340,377999
43574,396559,351072
43575,396354,377992
43576,377992,351090
43577,419728,286539
43578,303426,398976
43579,255887,395749
43580,396943,397152
43581,14272,160646
43582,13380,265809
43583,15534,310604
43584,15960,341699
43585,11258,262499
43586,14124,344760
43587,397848,344761
43588,292513,278274
43589,292510,344727
43590,396505,361728
43591,292506,292504
43592,292515,292514
43593,292508,398198
43594,292507,396505
43595,430022,398207
43596,429992,292515
43597,430003,391663
43598,429997,398205
43599,429977,292510
43600,429971,292507
43601,429745,292508
43602,429966,397252
43603,430014,398206
43604,429996,394480
43605,429984,398192
43606,429975,399997
43607,430002,397868
43608,429981,255819
43609,429744,280377
43610,63307,255821
43611,68263,293954
43612,228456,255774
43613,292504,260053
43614,292505,255780
43615,292509,255877
43616,292514,361335
43617,430007,255759
43618,63071,255815
43619,429741,255784
43620,429987,255773
43621,429993,255765
43622,429991,255838
43623,437770,228586
43624,358525,361335
43625,438020,228457
43626,438031,228474
43627,438084,228472
43628,438074,373501
43629,439659,300556
43630,439664,395956
43631,50174,397054
43632,2903,395954
43633,3095,397367
43634,2961,397186
43635,3221,397193
43636,3293,397757
43637,2884,397042
43638,3431,397198
43639,3451,397394
43640,3387,363445
43641,3439,357664
43642,3780,300059
43643,3214,309866
43644,3309,228581
43645,3868,228593
43646,3923,228579
43647,3256,228553
43648,3330,397311
43649,4035,396570
43650,4253,393074
43651,3001,396548
43652,3593,397050
43653,3242,396552
43654,3548,397176
43655,4343,395961
43656,3475,396559
43657,3217,377053
43658,3902,312974
43659,912,372299
43660,2971,59752
43661,3900,303440
43662,4126,377834
43663,3761,344766
43664,4019,394787
43665,3710,396097
43666,3664,255315
43667,3920,333822
43668,3986,313534
43669,4588,283239
43670,2999,400617
43671,3270,398111
43672,3642,395982
43673,4168,395980
43674,3345,228451
43675,4676,14368
43676,4697,11258
43677,3721,14181
43678,3055,13380
43679,3250,14584
43680,2942,14577
43681,4812,14321
43682,3470,14361
43683,4664,14379
43684,3993,14380
43685,4907,14188
43686,4888,399127
43687,4924,366567
43688,4731,395955
43689,3273,228449
43690,4978,228511
43691,4986,309963
43692,4605,228584
43693,236422,207247
43694,211800,309888
43695,105808,382279
43696,105735,309893
43697,231500,309834
43698,237237,309821
43699,233792,309842
43700,231450,309837
43701,149663,228510
43702,231450,309820
43703,58265,395782
43704,176995,395450
43705,64372,394786
43706,128852,394775
43707,101685,394775
43708,16879,394786
43709,252848,273832
43710,253449,395456
43711,32195,348919
43712,78220,70177
43713,65035,70180
43714,78031,70178
43715,15978,70149
43716,101802,370431
43717,58276,300046
43718,3524,406316
43719,54901,395774
43720,156953,228500
43721,171248,396943
43722,54069,395783
43723,159235,413059
43724,215917,397850
43725,220372,398210
43726,105735,398212
43727,255000,398197
43728,85015,399341
43729,255509,398196
43730,149216,398186
43731,158912,398188
43732,149663,300052
43733,236843,300051
43734,58387,63716
43735,58265,277154
43736,240271,160620
43737,236503,286532
43738,153661,228443
43739,85891,228479
43740,54407,286499
43741,211856,369022
43742,14199,300687
43743,14327,300707
43744,6223,372376
43745,5015,300689
43746,179580,396342
43747,226989,344427
43748,229113,403802
43749,56366,410247
43750,56366,391605
43751,56366,408109
43752,287891,391535
43753,287849,393102
43754,297860,370826
43755,159791,395739
43756,161519,72137
43757,49097,228464
43758,112959,415020
43759,64540,417488
43760,290769,391547
43761,290764,398366
43762,253363,408500
43763,255404,228531
43764,256477,392498
43765,255410,391610
43766,255411,391615
43767,255405,394701
43768,256942,361716
43769,256476,382979
43770,256472,394706
43771,255399,361737
43772,255406,324000
43773,255412,361756
43774,255421,361722
43775,254929,309911
43776,88257,375256
43777,290706,235594
43778,59260,235626
43779,88257,375257
43780,231457,375251
43781,231459,375258
43782,164515,375253
43783,5963,251177
43784,31505,235602
43785,144117,312089
43786,111857,375255
43787,263671,277177
43788,264100,361909
43789,164500,395694
43790,264103,277171
43791,228726,395974
43792,253363,415487
43793,253661,415472
43794,290599,411085
43795,290645,228481
43796,233781,394631
43797,290671,409825
43798,290661,407208
43799,221472,409729
43800,287713,418928
43801,263688,396553
43802,287617,421975
43803,246387,391653
43804,253689,228477
43805,58344,415520
43806,740,402789
43807,37480,406434
43808,54768,420768
43809,117974,409814
43810,290942,412736
43811,275912,376397
43812,294747,357228
43813,279412,378107
43814,297109,344753
43815,75241,418252
43816,246391,420474
43817,1111,366433
43818,5040,378219
43819,5032,353788
43820,4958,344200
43821,3666,353788
43822,5070,344192
43823,4063,305971
43824,4167,372667
43825,217892,360697
43826,255311,242714
43827,277010,228551
43828,163577,383198
43829,290944,14223
43830,251363,14217
43831,258012,14229
43832,295467,14226
43833,288619,14303
43834,290943,14189
43835,264096,14302
43836,55447,14206
43837,55835,15072
43838,55896,15160
43839,51344,14029
43840,255503,13416
43841,221468,15585
43842,266081,14272
43843,247645,228460
43844,251189,275195
43845,253661,395984
43846,228726,391640
43847,32281,228462
43848,31333,402607
43849,31217,275212
43850,253772,334213
43851,251435,300552
43852,172623,309851
43853,264525,309880
43854,255497,149721
43855,318002,309841
43856,318020,149719
43857,274735,309881
43858,302442,393158
43859,282565,265217
43860,280657,382065
43861,284744,149709
43862,326484,300057
43863,326497,394815
43864,255403,399652
43865,255414,394700
43866,255415,207218
43867,255419,207218
43868,256471,412155
43869,255400,406911
43870,255409,374754
43871,255413,419816
43872,255402,419321
43873,256473,395985
43874,777,396340
43875,258012,228478
43876,261429,395970
43877,283616,228512
43878,255309,392464
43879,267427,403829
43880,273998,228505
43881,290609,300700
43882,290649,300686
43883,290637,361735
43884,319709,420514
43885,290680,419728
43886,290613,262039
43887,271818,255887
43888,780,379700
43889,318050,374701
43890,300902,360698
43891,269457,399116
43892,290945,264063
43893,290349,396186
43894,290663,424148
43895,255501,397524
43896,263675,425338
43897,339231,243130
43898,232805,243148
43899,242702,428836
43900,34484,243134
43901,56805,243164
43902,254159,427378
43903,252311,399825
43904,68197,243133
43905,68197,243150
43906,185266,243144
43907,227490,395919
43908,286425,243161
43909,238069,243171
43910,275905,243180
43911,302749,243129
43912,280648,228491
43913,250039,394686
43914,275906,259710
43915,287805,379978
43916,326496,262458
43917,8851,344749
43918,340561,235624
43919,333648,320742
43920,275182,347226
43921,275186,262063
43922,275180,262067
43923,275189,262064
43924,275179,262056
43925,303317,363728
43926,275173,376255
43927,275190,15534
43928,266519,15689
43929,275155,15960
43930,265846,16101
43931,270404,16113
43932,256005,16190
43933,250052,228540
43934,318058,302702
43935,318018,275180
43936,333068,396034
43937,317984,275191
43938,317979,228514
43939,318030,430304
43940,3239,243173
43941,921,429975
43942,4426,430019
43943,4669,429992
43944,3316,429745
43945,4001,429744
43946,3996,396970
43947,3997,397386
43948,3999,399010
43949,3980,429741
43950,3970,300045
43951,250038,429997
43952,326481,429977
43953,283987,243175
43954,318024,243178
43955,307490,429967
43956,235637,427377
43957,164472,429748
43958,174826,432863
43959,255689,429736
43960,219946,429996
43961,219946,429981
43962,189847,65120
43963,105808,68263
43964,228115,65358
43965,251189,68179
43966,275917,69152
43967,323230,69681
43968,323774,63307
43969,318044,57925
43970,240271,68519
43971,236843,64540
43972,313804,72406
43973,287203,75465
43974,346954,228480
43975,307769,228456
43976,307755,401264
43977,307764,391532
43978,307760,292505
43979,211874,292509
43980,300685,292513
43981,324083,266462
43982,290949,292506
43983,275200,397829
43984,7541,380567
43985,287597,380569
43986,48931,380570
43987,50216,380565
43988,44365,380568
43989,290702,429980
43990,290689,75534
43991,290659,68940
43992,290603,67042
43993,266089,429988
43994,265838,429971
43995,286427,429746
43996,344256,395930
43997,331282,430431
43998,265831,429597
43999,265836,429578
44000,255302,429969
44001,236391,433965
44002,271768,429608
44003,311528,437770
44004,353976,159998
44005,318078,376940
44006,269309,438020
44007,50241,438084
44008,55629,439664
44009,36965,437792
44010,54221,50174
44011,54457,2999
44012,56164,3086
44013,54648,2903
44014,54600,3007
44015,313497,3193
44016,235631,3188
44017,318360,3221
44018,360513,3265
44019,287658,3120
44020,262765,3272
44021,292519,3095
44022,292526,3270
44023,292518,3084
44024,265853,3289
44025,267771,3370
44026,4580,921
44027,3438,3217
44028,5196,3216
44029,3619,2884
44030,6679,3387
44031,5531,2961
44032,5065,3451
44033,4150,3439
44034,3936,3715
44035,3525,3557
44036,4000,3588
44037,326669,3438
44038,287610,3739
44039,235638,3921
44040,226620,3935
44041,313089,3780
44042,282556,3431
44043,131576,4035
44044,305671,4034
44045,331053,3001
44046,274156,3884
44047,323802,3214
44048,275154,3917
44049,278269,3548
44050,255956,4225
44051,265806,4097
44052,265845,4096
44053,326522,3923
44054,265829,3256
44055,250048,4192
44056,290102,3309
44057,256013,3710
44058,255995,4343
44059,159930,4362
44060,348413,3330
44061,320597,3846
44062,303308,3242
44063,290621,3527
44064,313504,4280
44065,348408,4529
44066,242693,244754
44067,285706,240528
44068,35199,244532
44069,55266,236194
44070,55893,148620
44071,54633,148619
44072,323777,148623
44073,296760,148611
44074,265828,148608
44075,275214,148612
44076,270409,148607
44077,262758,148618
44078,250041,148609
44079,293150,148614
44080,338809,148606
44081,131606,148610
44082,300699,238755
44083,265855,148613
44084,228453,105735
44085,228429,236509
44086,228563,231500
44087,300683,211765
44088,131580,240164
44089,267784,236843
44090,255308,58387
44091,228533,153664
44092,255689,57579
44093,251435,232578
44094,253772,117280
44095,210743,149216
44096,255307,233779
44097,242485,189847
44098,255598,233994
44099,303436,233984
44100,228525,176995
44101,313098,228115
44102,362645,55270
44103,288599,245585
44104,6250,236596
44105,6479,252878
44106,5240,249308
44107,5725,195122
44108,4992,252848
44109,255899,194873
44110,376367,105579
44111,262754,151450
44112,261426,105382
44113,255612,159791
44114,283245,161519
44115,283235,78233
44116,283237,80189
44117,283246,84129
44118,283249,85048
44119,283241,85010
44120,283247,86096
44121,228465,85922
44122,228588,101802
44123,300680,58276
44124,372577,3524
44125,228444,90068
44126,228428,103565
44127,363486,206705
44128,228483,6223
44129,228482,156953
44130,228496,171248
44131,278448,227478
44132,228576,255000
44133,341839,218189
44134,131599,159559
44135,228552,159563
44136,153049,159555
44137,261417,234396
44138,273839,159557
44139,228592,159556
44140,228506,159560
44141,228519,159562
44142,228574,159561
44143,252944,159554
44144,361335,237237
44145,312956,231450
44146,382073,248274
44147,305589,248624
44148,305589,105808
44149,361840,252311
44150,228568,253661
44151,228516,85843
44152,228509,85819
44153,228529,64296
44154,358537,266888
44155,369655,174826
44156,372305,275754
44157,14029,240271
44158,11817,149831
44159,6223,149830
44160,14208,149824
44161,14383,149826
44162,303427,154272
44163,286534,58265
44164,286540,236422
44165,286541,236503
44166,228585,3868
44167,286527,4126
44168,286490,3055
44169,286514,3900
44170,277135,4517
44171,277150,4665
44172,286531,4690
44173,350689,3931
44174,303437,4649
44175,378107,4812
44176,376380,4374
44177,286486,3721
44178,396553,3252
44179,242422,4910
44180,277737,3250
44181,376265,3920
44182,376290,4664
44183,394681,4704
44184,398736,4978
44185,160646,4663
44186,377588,4998
44187,377890,179580
44188,397850,153662
44189,397838,226989
44190,397835,59260
44191,398196,229113
44192,395450,159235
44193,70181,175900
44194,398197,164515
44195,398206,222364
44196,228435,307761
44197,228420,321030
44198,303283,300137
44199,228486,228726
44200,228486,310819
44201,228474,232799
44202,299627,296304
44203,395970,261183
44204,228581,284649
44205,228555,301268
44206,232261,232785
44207,228593,302441
44208,228579,273998
44209,228553,295478
44210,394775,235667
44211,394807,286227
44212,395961,16825
44213,228493,16834
44214,303440,16834
44215,395982,5015
44216,228527,16966
44217,228451,749
44218,286645,17292
44219,14357,30297
44220,14172,17304
44221,14116,31290
44222,14140,31231
44223,14584,17299
44224,14181,31306
44225,14174,31238
44226,14151,31305
44227,14693,6293
44228,14321,31740
44229,396942,780
44230,394728,4251
44231,159996,114955
44232,228561,101685
44233,228543,117908
44234,394815,123192
44235,394695,84035
44236,242419,117905
44237,394722,125606
44238,395444,69170
44239,407208,54188
44240,374754,35806
44241,394686,54507
44242,394708,290684
44243,228589,290626
44244,398366,256008
44245,228445,290944
44246,228472,104332
44247,300556,35385
44248,408109,283781
44249,398186,159928
44250,391535,250043
44251,370826,267427
44252,228441,255937
44253,395980,242702
44254,417488,263613
44255,408500,272029
44256,397150,274016
44257,411085,232805
44258,403802,269456
44259,409825,261969
44260,399981,272034
44261,228458,256010
44262,420768,273006
44263,412736,277375
44264,286542,149663
44265,418252,235406
44266,420474,233781
44267,305589,56805
44268,305589,236613
44269,228554,307755
44270,278460,235641
44271,14361,255961
44272,14380,287805
44273,15172,285988
44274,14379,49037
44275,15160,307785
44276,15072,261293
44277,14206,261184
44278,14189,307769
44279,14303,71145
44280,14302,56366
44281,14229,288775
44282,14029,287658
44283,14217,286155
44284,14226,286155
44285,14223,294683
44286,15333,290694
44287,395984,301596
44288,391570,256012
44289,366567,302501
44290,395773,287597
44291,399348,287524
44292,287675,262106
44293,315587,290247
44294,305621,287520
44295,334213,288717
44296,412155,207620
44297,406911,273293
44298,419816,261299
44299,397193,269132
44300,406428,262100
44301,395739,289693
44302,396340,289721
44303,396559,255923
44304,396354,255946
44305,377992,255951
44306,419728,255965
44307,303426,255927
44308,255887,255960
44309,396943,281190
44310,14272,262085
44311,13380,255945
44312,15534,263988
44313,15960,37969
44314,11258,37971
44315,14124,37967
44316,397848,37972
44317,292513,37973
44318,292510,37966
44319,396505,54221
44320,292506,54947
44321,292515,5774
44322,292508,54648
44323,292507,36965
44324,430022,55824
44325,429992,55835
44326,430003,55447
44327,429997,51344
44328,429977,55629
44329,429971,54901
44330,429745,266080
44331,429966,165982
44332,430014,275501
44333,429996,161881
44334,429984,250038
44335,429975,231474
44336,430002,88257
44337,429981,55624
44338,429744,161384
44339,63307,144393
44340,68263,246387
44341,228456,300854
44342,292504,115237
44343,292505,70737
44344,292509,64540
44345,292514,87747
44346,430007,144076
44347,63071,123137
44348,429741,31505
44349,429987,146157
44350,429993,144117
44351,429991,111857
44352,437770,836
44353,358525,196833
44354,438020,263137
44355,438031,49097
44356,438084,263703
44357,438074,255400
44358,439659,253772
44359,439664,164482
44360,50174,160630
44361,2999,261429
44362,3086,263842
44363,3007,247553
44364,3193,160018
44365,3188,251435
44366,3221,159996
44367,3265,161885
44368,3120,221472
44369,3272,290661
44370,3095,279412
44371,3270,290769
44372,3084,290680
44373,3289,290649
44374,3370,255997
44375,921,251363
44376,3217,290713
44377,3488,296784
44378,3216,307766
44379,2884,275910
44380,2940,275912
44381,3387,296760
44382,2961,318030
44383,3451,255348
44384,3715,806
44385,3557,257312
44386,3588,253363
44387,2903,6027
44388,3438,6191
44389,3739,6172
44390,3921,6244
44391,3935,6527
44392,3780,6450
44393,4035,6838
44394,4034,7143
44395,3001,7254
44396,3191,7356
44397,3884,7541
44398,3214,7674
44399,3917,7854
44400,3548,8035
44401,4225,8022
44402,4097,256007
44403,3431,255309
44404,4096,290591
44405,3923,289713
44406,3256,264103
44407,4192,232795
44408,3309,297860
44409,3710,258012
44410,4343,266064
44411,4362,289738
44412,3330,235663
44413,3846,269455
44414,3242,252016
44415,3527,262772
44416,4280,287757
44417,4529,288649
44418,3868,307764
44419,4126,290764
44420,3055,307770
44421,4517,307780
44422,3900,265742
44423,3475,271878
44424,4676,290032
44425,4665,302744
44426,3931,262040
44427,4649,302931
44428,4374,302941
44429,4003,322538
44430,3252,277866
44431,3721,217892
44432,3250,288772
44433,3920,293137
44434,4664,255926
44435,4704,255942
44436,4663,290235
44437,244532,255935
44438,105735,255929
44439,231500,293524
44440,211765,275906
44441,236509,294002
44442,237237,285376
44443,231450,255998
44444,105808,255948
44445,176995,277010
44446,228115,255975
44447,245585,163577
44448,54188,256000
44449,105579,294641
44450,151450,271993
44451,105382,265041
44452,159791,293188
44453,252848,284660
44454,78233,294652
44455,65035,255976
44456,84129,289706
44457,15978,226620
44458,85922,323819
44459,101802,264100
44460,58276,336777
44461,3524,326487
44462,90068,326481
44463,103565,326484
44464,206705,333891
44465,6223,268545
44466,156953,271818
44467,171248,271825
44468,227478,271817
44469,159235,288683
44470,175900,296123
44471,164515,301412
44472,222364,300902
44473,255000,286104
44474,218189,255932
44475,159559,297744
44476,159563,266078
44477,159555,266084
44478,234396,263701
44479,159557,153086
44480,159556,261202
44481,159560,271237
44482,159562,265878
44483,159561,280780
44484,159554,273495
44485,85010,265829
44486,85843,283616
44487,64296,153095
44488,266888,217957
44489,174826,161874
44490,153664,262891
44491,117280,260056
44492,149216,297851
44493,233779,232780
44494,189847,255938
44495,233994,250041
44496,233984,318005
44497,149663,303302
44498,236843,280644
44499,58387,280648
44500,240271,288619
44501,236422,254159
44502,236503,221468
44503,35385,68197
44504,14327,227490
44505,16825,32175
44506,16834,32235
44507,6223,32339
44508,16834,32279
44509,16966,32405
44510,17292,32701
44511,30297,32560
44512,179580,32841
44513,153662,32805
44514,226989,33295
44515,229113,31333
44516,71145,31217
44517,56366,33461
44518,297860,33844
44519,101685,33873
44520,263137,34243
44521,49097,34450
44522,4251,34484
44523,114955,32296
44524,123192,313455
44525,64540,265817
44526,117905,312983
44527,84035,250039
44528,125606,265568
44529,69170,255941
44530,35806,317993
44531,307761,331251
44532,274725,302601
44533,321030,302604
44534,290661,290613
44535,253363,302620
44536,88257,277732
44537,161384,294747
44538,246387,75241
44539,300854,255947
44540,6027,288801
44541,6191,290942
44542,6172,246391
44543,6244,313497
44544,115237,237029
44545,70737,290943
44546,87747,277852
44547,144076,290959
44548,123137,269220
44549,31505,290945
44550,146157,270777
44551,144117,3475
44552,111857,4731
44553,250043,5032
44554,267427,3986
44555,255937,3761
44556,242702,4958
44557,272029,3902
44558,232805,2971
44559,256000,5183
44560,255923,3293
44561,289693,5182
44562,255946,5264
44563,255951,3239
44564,255965,3345
44565,255927,3623
44566,228726,5359
44567,232799,3316
44568,284649,5321
44569,302441,4669
44570,273998,5216
44571,286227,5468
44572,233781,5513
44573,56805,4580
44574,307755,5531
44575,282568,4167
44576,287849,4426
44577,294683,4063
44578,290694,317979
44579,54507,318018
44580,290684,317984
44581,290626,318078
44582,256008,277965
44583,290944,330687
44584,290942,282601
44585,246391,275917
44586,58415,323819
44587,58344,296741
44588,37480,318012
44589,61775,318024
44590,64182,313463
44591,54768,256191
44592,302601,252831
44593,302602,219946
44594,302604,256196
44595,290613,236694
44596,302620,255994
44597,277732,255979
44598,294747,255984
44599,75241,255989
44600,4998,255977
44601,4731,255991
44602,3986,255990
44603,4958,255995
44604,4477,255992
44605,3902,255987
44606,2971,255993
44607,256010,147490
44608,255977,145756
44609,217892,72613
44610,255926,313438
44611,290235,302658
44612,287597,313498
44613,296123,323230
44614,301412,160040
44615,286229,269733
44616,290645,255497
44617,291238,251998
44618,286037,161889
44619,301414,267840
44620,54947,272038
44621,5774,264952
44622,54648,264525
44623,55824,160053
44624,55835,161872
44625,55447,246394
44626,51344,266263
44627,275754,271236
44628,266080,287617
44629,165982,286229
44630,250038,290645
44631,253661,291238
44632,17304,300002
44633,31290,286037
44634,17299,301414
44635,31306,290949
44636,31238,292469
44637,31305,290939
44638,6293,290955
44639,31740,269457
44640,32175,220372
44641,32235,293147
44642,32339,342184
44643,32279,346945
44644,32405,275189
44645,32701,275182
44646,32560,275186
44647,32841,275180
44648,32805,275179
44649,33295,275187
44650,31217,275174
44651,31333,275164
44652,33461,275153
44653,255400,275154
44654,253772,347445
44655,160018,278275
44656,251435,318353
44657,221472,318002
44658,160040,302749
44659,269733,323774
44660,290943,344861
44661,277852,313469
44662,290959,344814
44663,287617,287203
44664,836,327826
44665,145756,299209
44666,313438,295306
44667,302658,35296
44668,290769,35323
44669,290680,36429
44670,290649,36060
44671,255997,36380
44672,290713,35689
44673,307758,37057
44674,275910,48931
44675,275912,50216
44676,318030,51189
44677,6527,49776
44678,6450,290671
44679,6838,287539
44680,7143,287849
44681,7254,301585
44682,7356,290616
44683,255960,266512
44684,281190,287215
44685,255945,333822
44686,255992,278267
44687,256007,276229
44688,258012,276222
44689,255309,313088
44690,290591,303317
44691,264103,347224
44692,255935,283991
44693,293524,313427
44694,255929,326188
44695,294002,341786
44696,285376,333648
44697,255998,274647
44698,255948,341809
44699,277010,286496
44700,255975,286504
44701,163577,286526
44702,294641,286511
44703,284660,255514
44704,307785,271768
44705,307769,326525
44706,307764,348907
44707,290764,311528
44708,307770,286514
44709,232795,286425
44710,266064,276213
44711,269455,271511
44712,287757,271766
44713,226620,274183
44714,323819,300685
44715,264100,312963
44716,300902,56363
44717,286104,54457
44718,255932,56009
44719,256006,54600
44720,297744,56164
44721,260056,55893
44722,232780,161879
44723,153086,276957
44724,255938,333842
44725,250041,274172
44726,303302,253753
44727,280648,274728
44728,288619,274175
44729,255311,276220
44730,265836,286531
44731,283616,313504
44732,153095,286501
44733,161874,270062
44734,333842,303288
44735,274172,323777
44736,253753,313123
44737,33844,290706
44738,33873,284744
44739,34243,344793
44740,34450,326496
44741,749,306461
44742,34484,283990
44743,254159,228495
44744,68197,270404
44745,227490,160618
44746,265832,300691
44747,54595,324083
44748,286425,250670
44749,276213,300699
44750,265829,265813
44751,313455,358202
44752,265817,358198
44753,250039,278269
44754,265568,313524
44755,274191,342201
44756,317993,262765
44757,276222,313072
44758,313088,348369
44759,303317,276192
44760,326188,314621
44761,255947,344778
44762,288801,286880
44763,270412,262103
44764,317560,301139
44765,278269,301140
44766,313524,259531
44767,262765,255689
44768,348369,258954
44769,269220,251189
44770,290945,127653
44771,270777,262224
44772,303288,3970
44773,5183,3996
44774,3293,4000
44775,5182,5065
44776,5264,3619
44777,3239,4150
44778,3345,3999
44779,3623,3980
44780,5359,3993
44781,317979,3997
44782,318018,4001
44783,317984,3666
44784,318078,3936
44785,277965,8104
44786,330687,8063
44787,282601,8139
44788,296741,8690
44789,318012,7717
44790,318024,8607
44791,255497,8776
44792,272038,8747
44793,264952,8692
44794,264525,8753
44795,219946,9186
44796,259531,8327
44797,255689,8701
44798,258954,7826
44799,251189,7316
44800,313498,10413
44801,323230,341839
44802,313497,348819
44803,318002,349667
44804,302749,288409
44805,220372,312977
44806,293147,256001
44807,275189,295315
44808,275180,347226
44809,275186,313804
44810,275179,344831
44811,275187,300686
44812,275182,300699
44813,290949,313791
44814,285998,286736
44815,290939,256004
44816,290955,323802
44817,269457,335652
44818,333984,313509
44819,323774,286778
44820,313469,262761
44821,7541,286488
44822,7674,361528
44823,7854,255944
44824,8035,318000
44825,8022,288466
44826,8104,138519
44827,8063,313464
44828,8139,250052
44829,32296,313508
44830,35296,332789
44831,35323,255302
44832,36429,320597
44833,36060,271819
44834,290671,49784
44835,301585,49775
44836,290616,53901
44837,8690,13455
44838,7717,300691
44839,8607,235797
44840,8776,262758
44841,8747,57525
44842,8692,35199
44843,8887,57690
44844,36380,54633
44845,35689,299653
44846,48931,271271
44847,50216,271257
44848,51189,274026
44849,53901,255958
44850,44365,344761
44851,13455,363727
44852,307780,274012
44853,255933,303281
44854,271878,153648
44855,307772,361883
44856,302931,299547
44857,302941,326533
44858,277866,328779
44859,255944,255510
44860,274647,313443
44861,333648,357664
44862,341809,255422
44863,250052,299701
44864,313508,287067
44865,332789,250669
44866,313464,353976
44867,271768,250662
44868,313123,360513
44869,326525,303447
44870,348907,228436
44871,300691,363486
44872,290706,358683
44873,284744,379911
44874,326496,275845
44875,56329,236391
44876,54901,161813
44877,55629,275150
44878,36965,313122
44879,54457,313075
44880,56009,286758
44881,54221,335664
44882,54600,149690
44883,320597,278468
44884,274183,271873
44885,300685,255311
44886,274175,265836
44887,274728,274735
44888,313504,274182
44889,270062,318050
44890,276220,331260
44891,300691,250048
44892,324083,376379
44893,250670,286930
44894,358042,372995
44895,300699,283227
44896,275150,283238
44897,3316,227385
44898,5321,380453
44899,4669,300940
44900,5216,274009
44901,5468,5196
44902,5513,5682
44903,5531,3525
44904,4167,5703
44905,4580,5585
44906,5196,5725
44907,4426,749
44908,4063,351071
44909,8753,349667
44910,8327,288599
44911,8701,247571
44912,3996,247572
44913,4000,314634
44914,5065,300552
44915,3619,228525
44916,4150,333984
44917,3970,269309
44918,3999,344189
44919,3980,344200
44920,3993,344198
44921,3997,344185
44922,4001,344183
44923,3936,159930
44924,246394,344207
44925,341839,344199
44926,256001,286882
44927,313804,300547
44928,300686,300558
44929,313463,300554
44930,313443,300683
44931,262761,300680
44932,300699,300673
44933,256004,300671
44934,323802,372576
44935,287658,300666
44936,361528,372577
44937,265828,300672
44938,262112,300678
44939,267771,365287
44940,283990,300667
44941,228495,338809
44942,255302,331266
44943,328779,335769
44944,357664,153249
44945,326481,300676
44946,333891,373041
44947,268545,278480
44948,326484,373026
44949,287215,276037
44950,333822,276033
44951,292526,276040
44952,292519,288445
44953,276215,312979
44954,285706,312969
44955,274005,298903
44956,56164,305004
44957,55893,324045
44958,57525,287041
44959,57903,252087
44960,35199,352760
44961,54633,250649
44962,326497,275191
44963,334216,341729
44964,313453,287048
44965,235797,160646
44966,262758,347599
44967,313415,278467
44968,338809,290102
44969,331266,363445
44970,283333,308360
44971,252319,148228
44972,300550,292519
44973,340561,276215
44974,231817,285706
44975,275164,274005
44976,275153,231817
44977,275154,277725
44978,275155,250525
44979,278275,262754
44980,271824,366215
44981,318353,228490
44982,255958,347510
44983,255995,361721
44984,274012,360676
44985,127653,369655
44986,221468,361722
44987,256472,265828
44988,217953,314616
44989,255419,267771
44990,255399,262112
44991,256473,363010
44992,255403,307939
44993,256471,300544
44994,277154,300560
44995,303431,290605
44996,278449,361829
44997,290605,287043
44998,358202,303427
44999,358198,312956
45000,250669,286524
45001,250662,283979
45002,360513,360702
45003,228436,300546
45004,363486,300560
45005,161813,300561
45006,313075,300552
45007,149690,300551
45008,274182,300562
45009,318050,361867
45010,250048,300544
45011,326487,300555
45012,283227,153649
45013,227385,286496
45014,300940,286486
45015,9803,291029
45016,7826,372305
45017,7316,397147
45018,10413,395686
45019,11483,740
45020,3666,395957
45021,5682,290134
45022,3525,256472
45023,5703,217953
45024,5240,255419
45025,5585,263546
45026,5725,255399
45027,2961,210743
45028,11807,256473
45029,11990,255403
45030,207225,256471
45031,277737,277154
45032,255899,303431
45033,277718,370434
45034,37758,379978
45035,300544,242485
45036,300560,11483
45037,247572,11807
45038,247571,11990
45039,300552,14029
45040,228525,6223
45041,287203,14368
45042,327826,11817
45043,159930,14442
45044,160053,14321
45045,300676,303276
45046,300669,303299
45047,252087,298905
45048,352760,303298
45049,269312,328417
45050,275191,283228
45051,300563,283237
45052,300683,283231
45053,300680,283236
45054,300673,277167
45055,300671,283224
45056,372576,283229
45057,300666,283245
45058,372577,283246
45059,300672,303451
45060,300678,283234
45061,300667,376387
45062,347599,283243
45063,290102,298908
45064,300670,283249
45065,276037,299688
45066,276033,376290
45067,300675,298906
45068,300677,277150
45069,277725,376478
45070,250525,303296
45071,244635,163434
45072,262754,380875
45073,271259,158482
45074,274026,298892
45075,228490,298893
45076,369655,394775
45077,271272,283339
45078,246930,157642
45079,303427,283320
45080,300546,283325
45081,300560,157644
45082,300561,283335
45083,300552,283317
