,skill_id,preq
1046,287970,291233
1047,290671,287554
1048,275167,288717
1049,305716,291238
1050,275519,282561
1051,288737,318776
1052,289703,311105
1053,282530,318780
1054,287546,311556
1055,253689,303308
1056,287491,314291
1057,287761,262772
1058,266488,287860
1059,288667,318739
1060,235663,277732
1061,275540,290592
1062,287370,328215
1063,290730,324895
1064,290689,256009
1065,287684,313451
1066,287579,303300
1067,266692,297120
1068,263665,296630
1069,251178,275910
1070,296295,279412
1071,288764,274156
1072,287913,319709
1073,295483,274152
1074,296839,319842
1075,306494,287970
1076,235648,275167
1077,83235,305716
1078,83237,275519
1079,83247,288737
1080,83248,251868
1081,83251,282530
1082,83253,289703
1083,240764,287546
1084,252268,253689
1085,252272,260851
1086,83034,287491
1087,83039,287761
1088,83044,266488
1089,83047,288667
1090,83234,235663
1091,252269,275540
1092,54768,287370
1093,65035,287684
1094,65011,287579
1095,66788,266692
1096,66297,263665
1097,67891,251178
1098,16695,296295
1099,68628,288764
1100,69152,287913
1101,69160,290671
1102,68179,295483
1103,68263,296839
1104,3997,306494
1105,5136,290515
1106,5148,235648
1107,5062,235691
1108,4743,83235
1109,5167,83237
1110,5183,83248
1111,5182,83251
1112,251877,83253
1113,288772,240764
1114,275906,252265
1115,251868,252266
1116,272564,252267
1117,275697,252268
1118,255942,252270
1119,255979,252271
1120,290435,252272
1121,113329,252274
1122,265259,252278
1123,288796,252279
1124,293524,83034
1125,260827,83039
1126,282561,83044
1127,302372,83047
1128,288673,83234
1129,54397,252269
1130,263700,64918
1131,294739,65011
1132,287534,66788
1133,310883,67891
1134,292527,16695
1135,307777,65358
1136,290728,68628
1137,317020,69152
1138,300709,69160
1139,307918,68179
1140,317208,68263
1141,235691,68388
1142,295468,5136
1143,260846,5062
1144,295497,4743
1145,246387,5167
1146,297987,5178
1147,290939,5183
1148,294890,5182
1149,295862,5049
1150,266498,288772
1151,281230,275906
1152,305700,272564
1153,263842,272562
1154,302949,275697
1155,317218,255942
1156,302935,290435
1157,302442,265830
1158,302441,113329
1159,302746,265259
1160,292521,288796
1161,274157,293524
1162,282562,260827
1163,290934,302372
1164,301685,288673
1165,275202,54397
1166,301684,263700
1167,16062,294739
1168,55447,287534
1169,55824,310883
1170,55835,292527
1171,51344,307777
1172,55896,290728
1173,54643,235667
1174,56099,317020
1175,56101,300709
1176,56164,307918
1177,56223,302958
1178,55629,317208
1179,268231,295468
1180,260845,260846
1181,277299,295497
1182,271239,246387
1183,277411,297987
1184,276965,290939
1185,260829,294890
1186,260837,295862
1187,262322,266498
1188,270720,281230
1189,266057,305700
1190,267430,263842
1191,277073,264529
1192,83242,302949
1193,83239,317218
1194,83038,302935
1195,254283,302442
1196,228726,302441
1197,254159,302746
1198,221468,292521
1199,68197,274157
1200,228115,282562
1201,55270,301685
1202,188503,290934
1203,177481,275202
1204,226928,301684
1205,255175,55447
1206,255000,55824
1207,236843,55835
1208,68197,51344
1209,31965,55896
1210,32077,54643
1211,32116,56099
1212,32137,56101
1213,32175,56164
1214,31333,56223
1215,31217,50241
1216,32235,251189
1217,31340,277299
1218,32279,271239
1219,32281,277411
1220,32334,276965
1221,32339,260829
1222,32352,260837
1223,32405,262322
1224,32416,270720
1225,32337,266057
1226,32231,267430
1227,32518,277073
1228,32535,83089
1229,32560,82972
1230,32631,82970
1231,32629,83079
1232,32673,83076
1233,32700,105375
1234,32701,82997
1235,32250,105373
1236,32770,83249
1237,32805,83247
1238,32841,83243
1239,32880,83051
1240,32886,83242
1241,32896,83239
1242,283328,83038
1243,318058,254283
1244,290626,228726
1245,283242,254159
1246,283331,221468
1247,318065,68197
1248,298221,228115
1249,283233,55270
1250,329408,188503
1251,317984,177481
1252,327825,226928
1253,313068,255175
1254,289744,255000
1255,311569,236843
1256,318060,68197
1257,318401,32077
1258,306471,32116
1259,288423,32137
1260,302658,32175
1261,318002,31333
1262,301139,31217
1263,253772,32235
1264,172623,31340
1265,263704,32279
1266,264207,32281
1267,263676,32310
1268,247553,32334
1269,161906,32339
1270,264185,32352
1271,211916,32405
1272,251435,32416
1273,164472,32337
1274,247658,32231
1275,317979,32518
1276,278052,32535
1277,326495,32560
1278,292517,32631
1279,293681,32629
1280,303301,32673
1281,326504,32700
1282,263928,32701
1283,303314,32250
1284,318030,32770
1285,290960,32805
1286,265850,32841
1287,312484,32880
1288,330920,32886
1289,326510,32896
1290,263933,32976
1291,263919,318058
1292,174826,318373
1293,263925,283242
1294,263657,283331
1295,117974,290626
1296,161874,298221
1297,160040,318065
1298,264999,312391
1299,255501,283233
1300,153649,295194
1301,255497,329408
1302,147820,317984
1303,145978,327825
1304,145756,318078
1305,148196,283324
1306,148210,313068
1307,111847,289744
1308,131922,311569
1309,115329,320496
1310,87747,318060
1311,149866,318401
1312,263671,306471
1313,266519,288423
1314,269370,283328
1315,75241,235615
1316,263927,302658
1317,160017,318002
1318,263553,301139
1319,255311,172623
1320,160053,263704
1321,160052,264207
1322,267754,263676
1323,264543,161906
1324,261378,264185
1325,326497,211916
1326,283991,251435
1327,332101,164472
1328,287407,247658
1329,303300,317979
1330,290603,278052
1331,326493,326495
1332,318031,292517
1333,332831,293681
1334,296846,303301
1335,303311,326504
1336,326483,263928
1337,326456,303314
1338,289726,318030
1339,242470,290960
1340,313462,265850
1341,261379,312484
1342,261385,330920
1343,261403,263933
1344,261429,263919
1345,264541,174826
1346,269818,263925
1347,261391,263657
1348,261399,117974
1349,247645,161874
1350,271091,160040
1351,272075,264999
1352,232780,263671
1353,270401,153649
1354,232777,255497
1355,265613,147820
1356,290642,145978
1357,305556,147490
1358,253533,145756
1359,318042,148196
1360,265810,148210
1361,321778,131922
1362,318050,115329
1363,283338,87747
1364,312025,144349
1365,326481,149866
1366,306434,266519
1367,323606,269370
1368,255956,75241
1369,293184,263927
1370,326448,160017
1371,326458,263553
1372,250052,255311
1373,326460,160053
1374,333069,160052
1375,333068,267754
1376,326447,264543
1377,326459,261378
1378,151435,261385
1379,320738,311548
1380,311519,326497
1381,315618,283991
1382,326522,332101
1383,287918,287407
1384,318061,297110
1385,323819,290603
1386,315989,326493
1387,313089,318031
1388,325996,303311
1389,313427,326483
1390,310022,326456
1391,295295,289726
1392,284533,313462
1393,296602,242470
1394,295616,261413
1395,297109,261426
1396,318782,261403
1397,318788,247553
1398,280657,261429
1399,296317,264541
1400,318789,269818
1401,289706,261391
1402,296784,261399
1403,318765,261389
1404,283973,247645
1405,255973,271091
1406,313440,272075
1407,286166,232780
1408,282569,270401
1409,269356,232777
1410,277741,232804
1411,313512,290642
1412,297110,305556
1413,326482,265553
1414,273699,253533
1415,312207,318042
1416,313428,265810
1417,269923,321778
1418,318342,318050
1419,308889,312025
1420,277965,326481
1421,290108,306434
1422,328761,323606
1423,328667,255956
1424,289727,318075
1425,6231,293184
1426,6494,326458
1427,6527,250052
1428,6293,326460
1429,6567,333069
1430,6588,333068
1431,6606,326447
1432,6260,326459
1433,6621,326463
1434,6684,256013
1435,6687,151435
1436,6706,320738
1437,6031,311519
1438,6742,315618
1439,6548,287918
1440,6450,318061
1441,6762,323819
1442,6764,313089
1443,6781,325996
1444,6787,296756
1445,6838,313427
1446,6814,310022
1447,6868,318039
1448,6813,313497
1449,6892,251618
1450,6897,295295
1451,6901,284533
1452,6962,265839
1453,7010,296602
1454,6763,295616
1455,6161,297109
1456,7120,318782
1457,7142,318788
1458,7143,280657
1459,7235,318789
1460,7254,289706
1461,7256,318765
1462,7312,296784
1463,7335,283973
1464,7278,255973
1465,7356,313440
1466,7360,289383
1467,7418,286166
1468,7433,282569
1469,7437,269356
1470,7541,277741
1471,189847,313512
1472,257312,326482
1473,116914,273699
1474,116919,312207
1475,116922,319582
1476,116911,328778
1477,7607,313428
1478,7620,269923
1479,7668,318764
1480,7674,318342
1481,7717,308889
1482,7808,277965
1483,7589,290108
1484,7827,328761
1485,7854,328667
1486,7867,289727
1487,7882,6494
1488,6688,6373
1489,7856,6527
1490,7930,6293
1491,7957,6567
1492,8022,6588
1493,251863,6606
1494,255944,6260
1495,280654,6621
1496,264096,6684
1497,282990,6687
1498,294576,6706
1499,287709,6031
1500,287614,6742
1501,287977,6548
1502,262069,6450
1503,287891,6762
1504,293188,6764
1505,185062,6781
1506,777,6787
1507,288715,6838
1508,290240,6814
1509,290706,6868
1510,290311,6813
1511,290661,6892
1512,290675,6897
1513,276339,6901
1514,287757,6962
1515,288619,7010
1516,290764,7014
1517,290697,6763
1518,273705,7070
1519,274735,6161
1520,272611,7120
1521,302382,7142
1522,282572,7143
1523,255940,7235
1524,301140,7254
1525,290756,7256
1526,290949,7258
1527,289729,7312
1528,287670,7335
1529,287610,7278
1530,287617,7356
1531,289735,7360
1532,288631,7362
1533,780,7418
1534,271853,7433
1535,290955,7437
1536,288775,7499
1537,289389,6815
1538,289741,7541
1539,290753,189847
1540,263688,257312
1541,271878,116914
1542,295615,116919
1543,277866,116922
1544,255403,116911
1545,297868,255508
1546,320485,255519
1547,285238,255518
1548,297125,255501
1549,235598,255503
1550,285236,255505
1551,263926,255517
1552,267429,255498
1553,264105,255520
1554,260836,7578
1555,280673,7620
1556,287713,7668
1557,284744,7674
1558,290943,7717
1559,301585,7589
1560,290607,7827
1561,290945,7854
1562,282554,7867
1563,288599,7882
1564,290680,6688
1565,283041,7856
1566,287591,7930
1567,267869,7684
1568,288576,7957
1569,287849,8022
1570,235631,251863
1571,269455,280654
1572,294649,264096
1573,288097,282990
1574,294666,293160
1575,265836,294576
1576,294372,287709
1577,336777,287614
1578,265806,185062
1579,290767,287977
1580,318005,262069
1581,265829,287891
1582,273921,293188
1583,328406,287849
1584,318045,288715
1585,295809,290706
1586,315630,290311
1587,312212,287520
1588,337146,290349
1589,328677,276339
1590,331045,287757
1591,333875,288619
1592,296381,290949
1593,333891,290764
1594,333842,290697
1595,337161,273705
1596,296764,274735
1597,326484,272611
1598,295407,302382
1599,337151,282572
1600,265845,255940
1601,265838,301140
1602,317990,290756
1603,337386,289729
1604,318070,287670
1605,319782,284744
1606,266512,287610
1607,295856,264099
1608,295854,287617
1609,250044,289735
1610,290946,288631
1611,275917,780
1612,297741,271853
1613,288463,290955
1614,287507,288775
1615,290672,289389
1616,269226,289741
1617,255404,267429
1618,287836,290753
1619,264529,263688
1620,290698,271878
1621,301702,295615
1622,295138,277866
1623,266084,255403
1624,260835,297868
1625,275508,320485
1626,280777,285238
1627,266053,297125
1628,84859,235598
1629,232785,285236
1630,267426,307782
1631,246384,263926
1632,266521,264105
1633,263931,260836
1634,263701,280673
1635,260834,287713
1636,277010,290943
1637,275740,290607
1638,271237,290945
1639,269236,282554
1640,273998,288599
1641,242702,290680
1642,266076,283041
1643,250041,287591
1644,217892,267869
1645,282704,288576
1646,278667,235631
1647,278668,269455
1648,283616,294649
1649,153106,288097
1650,279431,294666
1651,278688,265836
1652,266933,336777
1653,264103,265806
1654,275767,325454
1655,300129,318005
1656,297774,277727
1657,295848,265829
1658,185048,334163
1659,295153,328677
1660,295866,273921
1661,290663,328406
1662,270054,318045
1663,295159,295809
1664,263675,312212
